Singer,Text
Lil,"THE ZEBRA FROM Madagascar was the best PART OF THE MUSIC VIDE 
like if you agrre"
Lil,"Cheated on my baby, you can go and ask her  his lady:  YUP, that's right he did that on me"
Lil,Video dope asf !! From beginning to end. I love this integration of country music <U+0001F525><U+0001F525><U+0001F525>
Lil,"From red dead clip to a wonderful movie shot with super stars lil nas x legendary 
Respect the grind"
Lil,"This video: exist
YT rewind 2019: I SMELL OPPORTUNITY"
Lil,"Billboards: Not country enough sorry your black 
Billy Ray Cyrus: Hold my guitar"
Lil,"What is better?
Like: Old Town Road
Comment: Mo Bamba"
Lil,Omg yasss I saw Rico nasty idk why but I¡¯m so happy <U+0001F601><U+2764><U+FE0F><U+2764><U+FE0F>
Lil,"¡°You have a good day, get off my car¡±.<U+0001F602><U+0001F602>"
Lil,"Wow, didn't expect to see such a good cover of Senzawa's song"
Lil,Old West Rap is now official and I 100000% support it!
Lil,yeah I'm gonna to the Birmingham city im gona to peaky blinders
Lil,"I feel like this is going to be a part of YouTube Rewind 2019 somehow
Like if you agree"
Lil,"Its nice to see a video that's unique, not just girls and bottles"
Lil,"Nobody:
No one at all:
Absolutely nobody:
African American kid: Mama"
Lil,Is it just me or does Billy Ray Cyrus kinda look like Thor in Endgame?
Lil,ight... wasn't too sure about lil nas x at first but this music video was fire
Lil,Real talk this is the first step that we took as a blended culture. Taking two diffrent Genres and bringing them together.....Dope asf <U+0001F44B><U+0001F495>
Lil,"Lil Nas X: Another Old Town Road

Horse: Ah Shit here we go again"
Lil,"Like: big time rush 
Comment: old town road"
Lil,Vince Staples needs to get some more acting work. That was well done.
Lil,"Shout out to the songs producer, Young Kio featured @1:35"
Lil,"This is a MASTERPIECE, loved it!!!!!"
Lil,Billy Ray Cyrus making the biggest comeback of 2019 right here
Lil,Went from rags to riches
Lil,This is like Run DMC x Aerosmith for the modern age.
Lil,someone played Red Dead Redemption2 and immedietly started writing this jem
Lil,What up robbie ray  stewart ! Hannah montana¡¯s   looking  for his daddy ! <U+0001F440>
Lil,"Everyone: Stop uploading this song

Lil Nas X: Can't nobody tell me nothin"
Lil,Is no one going to comment about 3:40 ??? Snapple YEE YEE Juice.. Love that
Lil,"Got the kids in the trunk, ridin¡¯ of a cliff."
Lil,"What is this new genre?

Hillbilly Rap?"
Lil,Impala vs Mustang
Lil,Its seems like i'm playing red dead redemption 2 on gta5
Lil,I'm so ready for Old Town Road 2
Lil,"He protecc
He attacc 
But most importantly 
He bring Billy ray back"
Lil,"0% Drugs
0% Nudity
100% skill"
Lil,"Boogity boogity boogity, let's go racing boys. Nice Waltrip reference"
Lil,When GTA and Red Dead Redemption collide universes
Lil,51 million views in 4 days... omfg
Lil,How much longer is this lil Tracy clone gonna milk this song <U+0001F923> write something else
Lil,You right that's a horse Horse<U+0001F480>
Lil,4:30 Lil Nas X drank his own ¡°YeeYee juice <U+0001F602>¡±
Lil,"1900's: Horse is for poor people

2000's: horse is for rich people"
Lil,Does anyone remember when Miley Cyrus said she hated hip hop and got those YouTube videos taken down
Lil,I loved this track before it was cool
Lil,Bruh fr just cuz lil nas black this fools think old town road is a rap music btch it is country
Lil,I¡¯m addict to this song love from Cambodia <U+0001F1F0><U+0001F1ED> <U+0001F495>
Lil,"Me: you can¡¯t make 10 videos on the same song

Lil Nas X: can¡¯t nobody tell me nothin¡¯"
Lil,Red Dead Redemption 3 protagonist Lil Nas confirmed.
Lil,Love this video so much actually. Happily surprised
Lil,After watching the day version of the song I always say gonna lick that booty hole
Lil,Brilliant! Love! Every bit of it. Smart young man! The next big thing. What a feel good song! Y'all better wait for him and Posty.  <U+0001F619><U+0001F60D><U+0001F602>
Lil,this is the most unproblematic & pure thing on YouTube rn
Lil,Everything about to have me Flaberrgasted this summer...
Lil,"Vim por causa da Gabriela versiani kkk, boa musica!!"
Lil,"I'm gonna take my horse to the hotel room, I'm gonna ride 'till I can't no more."
Lil,"Lil Nas X is so safe for white ppl, they adore him <U+0001F923><U+0001F923><U+0001F923> this is the hip hop ya like huh?"
Lil,"When u see a black man on a horse like that,you just gotta let'em fly
  

        -Chris Rock"
Lil,"Your have a good day,
Get off my car
<U+0001F923><U+0001F923>"
Lil,Wasn¡¯t feeling this when it came out... but it¡¯s actually a REALLY good song..<U+0001F4AF><U+0001F525>
Lil,How could so many people dislike this? I loved it. Plus you have Chris Rock in it. I mean come on man.
Lil,"Which sing is better 

Like old town road
Comment. Earth"
Lil,This is EXACTLY what I thought  a music video for this song would be like
Lil,"Lil nas x:(offical video)
Me:respect+++++++++++++++++++++"
Lil,5 days and we at 50mil already. KEEP IT GOING!!!
Lil,"Which Song Is Better 

Like - Old Town Road

Comment - I¡¯ll be riding shotgun"
Lil,My neighbors are now fans of Lil Nas X rather they like it or not
Lil,"So... he made it a movie now...




Guess we gotta watch till we can't no more..."
Lil,"Lil Nas X uploads a official music video, how much can we take the same song getting uploaded???"
Lil,This video made me wanna play Read Dead Redemption 2 again!
Lil,when did Chris Rock turn into John Witherspoon   ....I love it
Lil,Don't get why there is so much hate on it it's a good video too <U+0001F44D>
Lil,"Wow, I have never seen a song milked so much... and I love it."
Lil,1:09 black instincts are powerful haha.
Lil,"90% talking
10% music 
What a trash"
Lil,You cheated but um your horse has a v12 <U+0001F602><U+0001F602><U+0001F602><U+0001F920>
Lil,"Feels bad, blacks didn¡¯t even have rights in the US back in those days <U+0001F602>"
Lil,"Every other artist : (Official Video)

Lil Nas X : (Official Movie)"
Lil,This better be in YouTube rewind 2019
Lil,Young Kio (producer) with a tool in his hand was a nice touch.
Lil,"sO Uh hOW ManY heRoiN Did U TakE


P.S this comment is a joke"
Lil,"Producer: where do you want this music video to be at?

Lil Nas X: Old Town Rd."
Lil,"I can't imagine Miley's reaction to her dad being in one of the hottest music videos right now.

lmao<U+0001F602>"
Lil,what if lil nas really did come from the past and adapted then came up O_O
Lil,Cheguei aqui depois do video dos irmaos Berti <U+0001F602><U+2764><U+FE0F><U+0001F60D>
Lil,Just low key has a colt and a lever action while strolling through a neighborhood. So happy about the little details.
Lil,His Melanin Is Everything<U+0001F970>
Taylor,"0:58
and there's a lot of cool chicks out there





shows baby chickens with sunglasses"
Taylor,"And in front of our young daughters!
camera cuts to two cats
99999999/10, best part"
Taylor,"Brendon: come back
Taylor: no
Brendon: I have a cat
Taylor: gimme"
Taylor,"Nobody:

Literally Nobody:

Taylor Swift: HEY KIDS, SPELLING IS FUN"
Taylor,"Teachers be like:






SPELLING IS FUN!!!"
Taylor,"Anyone : Taylor how much do you love your cats ?
Taylor : They're my daughters"
Taylor,All I need is one chance.. to help make a difference with my Music and change the world...
Taylor,"Brendon Urie: flower?


taylor swift: nope


Brendon Urie: ring?


taylor swift: nope


Brendon Urie: cat?


taylor swift: YES"
Taylor,"IN FRONT OF OUR YOUNG DAUGHTERS! 
~cats~

Me living alone"
Taylor,Je suis calme Thank you Duolingo course for making me understand that haha
Taylor,"Director: So what color do you want?

Taylor: Yes"
Taylor,They sound so good together! And it's really cute how they're both so into bizzare videos and just have fun in there <U+2764><U+FE0F>
Taylor,3:30 I like how she's like dramatically singing and Brendon's just running around playing with paint
Taylor,"Brendon: Flowers for you
Taylor: No

Brendon: Diamond ring for you
Taylor: No

Brendon: Here's a cat for you
Benjamin: Meow!
Taylor: Absolutely yes!"
Taylor,"If she can only do more with brendon<U+0001F607><U+0001F607><U+0001F607><U+0001F607><U+0001F607><U+0001F607><U+0001F607>
It will be amazing!"
Taylor,"2017 Taylor talking on a phone : The old Taylor can¡¯t come to the phone right now cuz she¡¯s dead
2019 Taylor : I know I went psycho on the phone"
Taylor,On repeat all day with Xavier White - It's Only You <U+0001F525><U+0001F525><U+0001F525>
Taylor,Brendon:  Y'ALL I'M THE MALE VERSION OF MARY POPPINS
Taylor,"3:29

Taylor: Dancing, Singing, the usual.
Brendon: Wrecking havoc in the back 
<U+0001F602><U+0001F495>"
Taylor,Just let Brendon dance and he¡¯ll make a quality song
Taylor,THE SNAKE BLOSSOMING INTO BUTTERFLIES IS THE MOST ICONIC THING OF 2019 SO FAR. OH MY GOOOOOOOOD. <U+0001F40D><U+0001F98B><U+0001F984><U+0001F308>
Taylor,i love how she just pops up all happy and sings in English after the argument <U+0001F44C>
Taylor,"in this vid :

Colors : 80%

Talent : 100%

Rotten Tomatoes :100%

ME : 100%"
Taylor,"Friend: tells lame joke
Me: HEE HEE HEE HOO HOO HOOOOO"
Taylor,ladies and gentlemen Taylor gave birth to two baby kittens
Taylor,2000s emo kids would never have expected this in the future <U+0001F602><U+0001F602>
Taylor,"And you can't spell aweso[me] without ME!


Edit: btw you can't spell [aw]e[some] without Some and aw 
welcome <U+0001F519>"
Taylor,"Brendon: will u marry me?


Taylor:nope





BRENDON:Do want a CAT?!?!






Taylor:yeppppp!!!!!"
Taylor," hey kids spelling is FUN -
Taylor swift."
Taylor,"Like: Me! Is better than despacito <U+0001F44D>

Comment: hey kids, spelling is fun <U+0001F602>"
Taylor,"2017: sorry the old Taylor can't come to the phone right now why... oh cause she is dead 
2019: hi it's the old Taylor with much more colors and cats"
Taylor,Am I the only one who thinks that Brendon urie is cuteee?<U+2764><U+2764><U+0001F937><U+0001F3FD><U+200D>¡Ï<U+FE0F>
Taylor,"Ex : I promise that you'll never find another like me 
Me : thank namjesus"
Taylor,"Brendon in Molly Feat 2016: you could find another me tomorrow

Brendon in Me! I promise that you'll never find another like ME!"
Taylor,"When you argue with your crush<U+0001F602>







In front of our young daughters!!!<U+0001F602><U+0001F602>"
Taylor,"Director: How many visual effects do you want?
Her: yes"
Taylor,Her character and reputation from public have changed.But the beauty of songs have written by her will never change.I love Taylor<U+2764><U+FE0F>
Taylor,"Me-oh she has a new song (doesnt pqy a ton of attention)
Me-sees it has brendon urie n clicks faster than rap mons rapping"
Taylor,"Taylor: Hey, kids! Spelling is fun!
Me: yeah.. totally..."
Taylor,"Real lyric: And there¡¯s a lot of cool chicks out there.
What I hear: And there¡¯s a lot of COLD SHAKES out there."
Taylor,"TAYLOR : how dare you? And in front of our young daughters!
Her cats : .....what?"
Taylor,Stream ME! Guys!!!! That song tanked from #2 to #8 <U+0001F62D><U+0001F62D><U+0001F62D>
Taylor,"Jhonny jhonny 
Yes papa
Do you want a flower?
No papa
Do you want a 1kk worth ring?
No papa
Do you want a cat?
OMG YES PLZLSHQHANSIEHWB"
Taylor,"Taylor Swift is a teacher.

Proof: SPELLING IS FUN!"
Taylor,"Cuz you're hot, then you're cold. You're yes, then you're no.
This suits the ME! Taylor <U+0001F602>"
Taylor,"Director : How much budget do we have ?

Taylor : yes"
Taylor,"she said spelling is fun 2:42
RULE FOR KIDS: spelling is fun"
Taylor,"¡°There ain¡¯t no I in team¡± 
I love this line!!!<U+2764><U+FE0F>

T: together 
E: everyone 
A: all 
M: mingle 
<U+0001F49E>"
Taylor,"Brendon Urie: flower?

Taylor Swift: nope

Brendon Urie: ring?

Taylor Swift: nope

Brendon Urie: cat?

Taylor Swift: Yes"
Taylor,To my ex: I promise that you'll never find another like me ooh.
Taylor,if ever Ryan and Sharpay Evans made a music video this would be it
Taylor,I¡¯m I the only one that worried abt their young daughters like the whole time <U+0001F602>
Taylor,"producer : Which color is this MV style.

Taylor : yes."
Taylor,"IN FRONT OF OUR DAUGHTERS?




*cuts to cats* 


later






*cats appear again*





Taylor: GIMME MY DAUGHTER."
Taylor,"Hey kids, spelling is fun! Me and my friends:Since when?"
Taylor,"¡°In front of our young daughters!¡±


camera pans to cats"
Taylor,There's no more cool chick than you Tay. You're very amazing and inspiring woman. I love you. <U+0001F495>
Taylor,TALOR spelling is fun spell cow commgfbv you can't spell it without me
Taylor,"Inhale

WHAT did I just watch
.....
Eh it's good I don't care, it has KITTENS"
Taylor,"Wow!! <U+0001F62E> so good<U+0001F44D><U+0001F493>
I'm from Thailand <U+0001F1F9><U+0001F1ED>"
Taylor,"Director: So, Taylor what colors do you want in the video?

Taylor: Yes."
Taylor,You can probably find anything in Brendon's suit pocket
Taylor,"322k dislikes???

How does Katy have so many YouTube accounts?!?!"
Taylor,"Omg, I could watch this music video one thousand times and I wouldn¡¯t get bored"
Taylor,"I live for Brendon's voice. OMG, this is not P!atd style but he still killed it!"
Taylor,"My Cousin watched this and said, I feel like I'm watching a skittles commercial And I couldn't agree more<U+0001F602>"
Taylor,Dropping easter eggs in the video is the best way to increase the view count. <U+0001F914>
Taylor,"Director: Where should we shoot this video?
Taylor&Brandon: MEE!!"
Taylor,We need 2.5M in 24 hours...  We are left behind
Taylor,She honestly won me over with this pastel dream
Taylor,"Taylor: JE SUIS CALME!!

Duolingo must be proud."
Taylor,"Wow cool MV, thanks for upload<U+0001F493>"
Taylor,"When Collins key watch es it and sees urie yeeting all this stuff after Taylor says no, he goes




YEET
YEET
YEET
YEET PARTY!"
Taylor,"JigglyPuff 
Your the only one I choose!
MotherF<U+2014><U+2014>in JigglyPuff 
I promise I won¡¯t see your mother,Cause She mean!"
Taylor,"Brandon Urie is Mary poppins
MoRe LiKe mArY BOpPiNs"
Taylor,"The stages of Taylor Swift

Country Taylor
Dark Taylor
Unicorn Taylor"
Taylor,"1:54-1:56
Is it just me or that guy looks like Shane Dawson?"
Taylor,"Director: Hey taylor?
Taylor: MeEeeEEEE?!!"
Taylor,"1:12
* Here at SM Here at SM Here at SMmmm
We Got It All For You*"
Taylor,Str**m harder... 200M is so close
Taylor,Dark colors: am I a joke to you?
Taylor,For Filipinos out there try to check Captions there is a Filipino sub.<U+2764><U+FE0F><U+0001F1F5><U+0001F1ED>
Taylor,"Hey kids
Spelling is fun!

Since when?"
Taylor,3:03Brendon:Thats one THICC leg
Taylor,Keep watching ME! guys ... We need to make it stable on hot <U+0001F4AF>
Taylor,"Bredon: I got you roses
Taylor: <U+0001F611>
Brandon: Here's a wedding ring
Taylor: <U+0001F611>
Brendon: I got you a cat
Taylor: OMGGG BABE!"
Taylor,"We know that she went psycho on the phone, but only real Swifties know that she never leave well enough alone.."
Taylor,"The old Taylor can't come to the phone right now
Why?
Because she's dea...
U were saying...?"
Taylor,I always love Taylor Swift expressions
Taylor,Even endgame was not having budget for clips like she have
Taylor,I guess the old Taylor finally answered the phone!
Taylor,"Director: what effects do you want?

Taylor Swift: yes"
Taylor,Who just watched the performance on the voice ?
Taylor,OUIoui recommend for the JOB with the QUEEN promis eyes <U+0001F440> will love you !ME
Taylor,That feeling when you comment something and you get like 1 like and it was your like<U+0001F649><U+0001F622><U+0001F602>
Taylor,"Editors: how much effect do you want in this?
Taylor Swift: Yes"
Taylor,"WAKE UP SWIFTIES

PLEASE STR¡ÌAM HARDER"
Taylor,"No one:
Literally not a single soul:
Absolutely nobody:

Taylor: sPeLLinG iS fUn"
Taylor,"Nobody:
None living soul:
Taylor: SPELLING IS FUN!!!

Love her sm"
Taylor,"I promise that you'll never find another like me


I know that I'm a handful, baby, uh
I know I never think before I jump
And you're the kind of guy the ladies want
(And there's a lot of cool chicks out there)


I know that I went psycho on the phone
I never live well enough alone
And trouble's gonna follow where I go
(And there's a lot of cool chicks out there)


But one of these things is not like the others
Like a rainbow with all of the colors
Baby doll when it comes to a lover
I promise that you'll never find another like


ME-EEE-EEE
OOHH-OOHH-OOHH
I'm the only one of me
Baby that's the fun of me
EEE-EEE-EEE
OOHH-OOHH-OOHH
You're the only one of you
Baby that's the fun of you
And I promise that nobody's gonna love you like ME-EEE-EEE


I know I tend to make it about me
I know you never get just what you see
But I will never bore you baby 
(And there's a lot of lame guys out there)


And when we had that fight out in the rain
You ran after me and called my name
I never wanna see you walk away
(And there's a lot of lame guys out there)


But one of these things is not like the others
Living in winter I am your summer
Baby doll when it comes to a lover
I promise that you'll never find another like


ME-EEE-EEE
OOHH-OOHH-OOHH
I'm the only one of me
Baby that's the fun of me
EEE-EEE-EEE
OOHH-OOHH-OOHH
You're the only one of you
Baby that's the fun of you
And I promise that nobody's gonna love you like ME-EEE-EEE


HEY KIDS!
SPELLING IS FUN!
Girl there ain't no I in team
But you now there is a ME
Strike the band up 1, 2, 3
I promise that you'll never find another like me


Girl there ain't no I in team
But you know there is a ME
And you can't spell awesome without me
I promise that you'll never find another like


ME-EEE-EEE
OOHH-OOHH-OOHH (and I'm awesome baby)
I'm the only one of me
Baby that's the fun of me
EEE-EEE-EEE
OOHH-OOHH-OOHH
You're the only one of you 
Baby that's the fun of you
And I promise that nobody's gonna love you like 


ME-EEE-EEE (girl there ain't no I in team)
OOHH-OOHH-OOHH (but you know there is a ME)
I'm the only one of me 
Baby that's the fun of me
EEE-EEE-EEE (strike the band up 1, 2 3)
OOHH-OOHH-OOHH (you can't spell awesome without me)
You're the only one of you
Baby that's the fun of you
And I promise that nobody's gonna love you like ME-EEE-EEE"
Taylor,"Producer: What is the budget for the song?
Taylor: Yes!"
Taylor,Can we make 2.5M vi3ws in 24 hours? Hey Swifties!!!
Taylor,"Person: I can make the most colorful and bright music video
Taylor: Hold my cat"
Taylor,"Producer: how many colors
Taylor:YES"
Taylor,"Shawn - In my new video (If I can't have you) I don't need any color just black and white ok editor.
Taylor - Omg are you even a human?"
Taylor,"Director: how many colours?
Taylor: yes"
Taylor,"Nobody: 
Literally no one: 
Brendon: ¡°Hey kids!¡± 
Taylor: ¡°Spelling is fun!!¡±"
Taylor,Michael Jackson: There¡¯s only one of me HEE HEE
Taylor,"Just been hospitalised due to having an epileptic fit <U+0001F630>, Tany.X"
Taylor,"Look What You Made ME! Do
You Belong With ME!
REPUTATION Precedes ME! (ENDGAME)
First Time That He Saw ME! (...READY FOT IT?)
That Was The Last Time You Ever Saw ME! (GETAWAY CAR)
You Found ME! ( I KNEW YOU WERE TROUBLE)
You Can Tell ME! When It's Over (BLANK SPACE)
Say You'll Remember ME! (WILDEST DREAM)
Midnight, You Come And Pick ME! up,<U+00A0>(STYLE)
But They Love ME! ( I DID SOMETHING BAD)
Dont Blame ME!
You Must Like ME! For ME! (DELICATE)
You And ME! From The Night Before<U+00A0>(NEW YEARS DAY)
I PROMISE THAT NOBODY'S GONNA LOVE YOU LIKE ME! 
<U+0001F496><U+0001F49F><U+0001F496><U+0001F49F><U+0001F496><U+0001F49F><U+0001F496>"
Taylor,I didn't know Brendon speaking French was what I needed until now
Taylor,"No one : 
Brendon : I'm Marry Poppins y'all !!!"
Taylor,"Beautiful you beautiful song and beautiful looks moments too!!<U+0001F618><U+0001F618> whenever i feel sad i just listen to this song fell in love with it!!<U+0001F60D><U+0001F60D> 
Hmmmm... keep going!!<U+2764><U+FE0F>"
Taylor,I liked the video Taylor swift you are literally my best singer <U+2764><U+FE0F><U+2764><U+FE0F>
Taylor,"Me . Song very popular song ,<U+0001F60B>and very happy song..
 
I am = what you are age 
Tyler swift = my realy age 28
I am = ok 
Tylor swift = thank you <U+0001F609>
I am = you welcome"
Taylor,And in front of our young daughters!.....I'm dead with laughter!
Taylor,"Me to 3 year olds: 
Hey kids spelling is fun
Luv the song tho <U+0001F49C><U+0001F49C><U+0001F49C>"
Taylor,"Lady Gaga using Black Unbrellas on the MET¡¯s  red carpet and Taylor using umbrellas in her video and they were at the same place recording music :o


Interesting"
Taylor,"I' d like to know what the French dialogue they talked  in the beginning, I mean in French..."
Taylor,"Director: so how many colours do you want in the music video?
Taylor: Yes"
Taylor,"Them: So what colors do you want in the music video?
Taylor: Yes"
Taylor,Love this song<U+0001F603><U+0001F607><U+0001F44C><U+0001F44D><U+270C><U+FE0F>. like if u agree
Taylor,"Hey Kids Spelling Is Fun! - Taylor

Yeah Right"
Taylor,"huhuhuhuhuhu I'm Crying right now!! ME! is now falling on Charts!!

Why Swifties?? Why?!! Str3am It! Right now"
Taylor,"The title of her new single and album was confirmed !
.
.
.
.
F*cking LOVER¢¾<U+FE0F>"
Taylor,"My Ex: I promise you will never find another like me
Me: That's the point"
Taylor,"Like: Me


Comment: despacito"
Taylor,has the symbolism of the monarch project (mind control of the FBI)
Taylor,"Watching this I thought I was high, and don¡¯t even do drugs.<U+0001F602><U+0001F44C><U+0001F3FC>"
Taylor,1.55 I guess the next song (or album's) name will be lover^^
Taylor,"Producer: You want Butterflys or Snakes?

Taylor: Yes.


Edit: OMG So many likes thx :)"
Taylor,Reminds me of Marry poppins<U+0001F381><U+0001F302><U+2614><U+0001F913><U+0001F61B>
Taylor,"Producer: How many colors do yo want in this? 

Taylor: Yes"
Taylor,"When my dad asks who wants chocolate or sweets 
Me: 1:20"
Taylor,"Berta Hit Charts
5/21/2019
Top 4
Last: 3
Peak: 1"
Taylor,"Producer: How many colours do you want?
Taylor: yes"
Taylor,morning perk me up song <U+0001F60D>
Taylor,2:36 when the teacher says there¡¯s no homework
Taylor,"Taylor Swift: Hey kids, spelling is fun!

Taylor Swift: Spell BOP?

Kids: M, E, ME!!!"
Taylor,1:45 be careful son. *jumps off balcony and becomes new Mary Poppins*
Post.wow,Whoever likes this will be rich and successful<U+0001F44C><U+0001F64F><U+0001F4AF>
Post.wow,This one is my new favorite from Post.  Second is the new one he did with 17 Stacks.  Third is with the one with swae lee <U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525>
Post.wow,"Post Malone: I need a backup dancer
Dad: Hold my beer."
Post.wow,posti is the only person who can look riCh and poor  at same time  :D
Post.wow,"Post Malone: nothing can stop me 
Airport: you can¡¯t film here"
Post.wow,The old man dancing is he most lit part of the whole thing <U+0001F525> <U+0001F525> <U+0001F525>
Post.wow,"You know what is so wow about this song



No CaMeraS AlloWed"
Post.wow,I love it that Post Malone used this guy as his dancer...makes me like him even more <U+2764><U+FE0F>
Post.wow,"Dj Khalid: DDDJJJJJJJ KHHHHHHHHAAAAASLLLLLLLEEEEEEEEDDDDDD

Post Malon:Get out"
Post.wow,"Post Malone: It's a moment when I show up, got 'em sayin
Owen Wilson: Oh Wow"
Post.wow,"Made another hit 'cause I got bored now. 

Hope he's always bored."
Post.wow,00:44 RHCP find better guitar player then Josh klinghoffer
Post.wow,"0:00  ¡Ü¦¬¦¬¦¬¦¬¦¬¦¬¦¬¦¬¦¬¦¬¦¬  2:38
<U+21C6>¤Ô¤Ô¤Ô¤Ô¢·¤Ô¤Ô<U+275A><U+275A>¤Ô¤Ô¢¹¤Ô¤Ô¤Ô¤Ô<U+21BB>
play it over here It just cost 1 like




Wat thanks for 600 likes"
Post.wow,"Honestly when do you actually see a music video with a bit of comedy in it 
By my favorite music video this year."
Post.wow,"No one:
Absolutely nobody:
Post malone: guys, talking seriously ... and if we put an old man dancing at the end?"
Post.wow,"This is how many ciggarettes he smokes in the video
<U+0001F447>"
Post.wow,possibly one of the coolest and friendliest celeb i've ever met! He deserves all of the success he's receiving! Keep being awesome post!
Post.wow,"i usualy dont like that style of new rap/hip hop music, but this track is catchy af"
Post.wow,"Pop singer: bring girls to dance 
Post Malone : Hold my beer"
Post.wow,Awesome music Post..and the young man that danced was awesome as well.. keep him in your show..
Post.wow,I don't think I can picture him without a red cup and cig
Post.wow,All I need is one chance.. to help make a difference with my Music and change the world...
Post.wow,I would give anything to have been in the same room with Post Malone and Red Hot Chili Peppers!!!¢¾<U+FE0F>¢¾<U+FE0F>¢¾<U+FE0F>¢¾<U+FE0F><U+0001F631><U+0001F631><U+0001F631><U+0001F631>
Post.wow,This is honestly one of the best songs i have ever heard in my life ;D
Post.wow,"I love this human

screw anyone that says you can't do it.

He is success."
Post.wow,"Post is such a dope guy I literally remember seeing him repost the video of that guy dancing on his main page and now he¡¯s on stage with him, on the music video, like how cool? Love you post"
Post.wow,Who was at his consert 2019 I was so cool I love him <U+0001F60D><U+0001F60D><U+0001F60D><U+0001F618><U+0001F618>
Post.wow,"Well, I can finally say I've found my spirit animal"
Post.wow,"<U+0001F4C2>Documents
¦¦<U+0001F4C2>Music
   ¦¦<U+0001F4C2>Post Malone
      ¦¦<U+0001F4C2>Bad Songs 0
         ¦¦<U+26A0><U+FE0F>This Folder Is Empty"
Post.wow,The Old Man Dancing Is The Best Part!! ;D
Post.wow,"Nobody:

My 43 yo spiritual father:"
Post.wow,"60% talent 


40% that guy with beard"
Post.wow,"Teacher: exam is starting NOW!
My brain: 1:26"
Post.wow,"According to the Sickology 101 class you took in Collage, Tech N9ne gives you a B+"
Post.wow,"Producer: Wanna look rich and homeless at sometime in the video.
Post Malone: yes"
Post.wow,Who got this on repeat since it came out?
Post.wow,"Post Malone: Yeah your grandma probably know me

Grandma: no I don't like watermelon!



*I was going to type grandmalone on accident"
Post.wow,"Director: How many cigarettes would you like to smoke

Post Malone: YeSsS"
Post.wow,0.43-0.48 is red hot chilli peppers band in background?
Post.wow,"Post malone: yea your grandma will probably know me

Grandma: post who?"
Post.wow,"My reaction to the old guy's dancing:

Wow."
Post.wow,Post Malone - Wold of Warcraft
Post.wow,"Post Malone used 2 b that one weird scene kid sitting in the back of ur class, now he's one of the biggest selling rap artists of the century <U+0001F44D> don't you dare for a second think anything is completely impossible."
Post.wow,1:40 - Me at 65 listening to this song
Post.wow,"When you want make a great video, and invite the Red Hot Chili Peppers <U+0001F44D>"
Post.wow,"How many people that can¡¯t dance as good as the old dude

<U+0001F447><U+0001F3FE>"
Post.wow,"I'd love to have a jam session with Will Ferrell , such a good drummer."
Post.wow,I love your music post malone sincerely kylee Holmes bobby and Steve
Post.wow,Thanks for going to StockHolm its in sweden
Post.wow,"Dad: I love childish gambino 
Post Malone: put your skills to the test"
Post.wow,"Post's manager: How many cigarettes do we need for the Video? 
Post Malone: Yes."
Post.wow,"Which is better?

Wow remix - like

Wow original- reply"
Post.wow,"Wait dident he say wanted to quit smokin?


I mean I ain¡¯t a hater but still just sayin"
Post.wow,The song is perfect ... the video with J balvin and RHCP....
Post.wow,This old man has much more strength then energy drinks has
Post.wow,Wow. He got the guy from the dance video! Lol <U+0001F602>
Post.wow,i listened to this 128 times with a loop will playing a 4-hour fortnite session
Post.wow,I was at his brooklyn concert in december. He was nervous about singing that song because it had just come out 3 days before.
Post.wow,"Dude, you gotta bring that dude back in another video, the man with the beard and glasses towards the end. Much respect for your 20 seconds of fame unknown dude, more than i will ever see."
Post.wow,Kdo je tu od VLADAVIDEOS z pisni<U+010D>ky JSEM DOBREJ<U+0001F602><U+0001F4AA><U+0001F3FB>
Post.wow,My wife loves him damn  lol but he's kewl as'fook tho..
Post.wow,"Wow, congratulations Rockstar! <U+0001F525><U+0001F525>"
Post.wow,MY 2019 FAVORITE SONG<U+270C><U+0001F4AF>!!
Post.wow,Post Malone inspired me to start making Music again - I aspire to make a song with him some day. Mark my words!
Post.wow,the beat of this is so fucking genius. it's just an 808 and post malone does the most melodies with his flow
Post.wow,"NO cameras allowed? Do they realise they're talking to THE POST MALONE, bruh"
Post.wow,The most random music video ever.... But still a masterpiece
Post.wow,"That old dude got some moves, also I was so happy DJ Khalid didn't say anything."
Post.wow,Imagine how many tons of weed was mysteriusly gonnre after this vid
Post.wow,thank you for not letting dj khalid scream ¡°another one¡±
Post.wow,When I first seen post Malone I thought he was a country singer
Post.wow,"This is basically Post Malone¡¯s vlog compilation 

wow"
Post.wow,"U r rely kool bekuz i haz louts off mouney. 


1 like = 1 word correction"
Post.wow,"I don't know whether you boiz mentioned this, BUT Khaled is present in this video. Yet, the video is not Khaled's like always... if you get it you get it"
Post.wow,clearly that is count Zoloft from series of unfortunate events!
Post.wow,"when he was getting a haircut at 00:25, my heart. he looked so cute when he smiled, bless him <U+0001F64F><U+0001F3FB>"
Post.wow,Oh God you found my demented grandpa. Please take him home. We have been looking for him the past 4 years.
Post.wow,1:26 when u pass in test without studying
Post.wow,"Me: brakes leg
My Bff: gets bandages
Me: 0:58 ow"
Post.wow,"¡°No cameras allowed.¡±
Post: What?

to be continued"
Post.wow,This is the first Post Malone song I was able to memorize word for word<U+0001F44D><U+0001F3FB>
Post.wow,"My cat listened to this song

Now , instead of saying Meow, it says Wow"
